Clip Number,Clip Name,Response Level,Displayed Emotion,,,,,,,,,
1686,1021_ITS_NEU_XX,25,N,,,,,,,,,
5421,1067_IOM_DIS_XX,36,D,,,,,,,,,
4176,1052_IEO_FEA_HI,88,F,,,,,,,,,
967,1012_WSI_HAP_XX,42,H,,,,,,,,,
1216,1015_WSI_FEA_XX,41,F,,,,,,,,,
7413,1091_ITH_NEU_XX,44,N,,,,,,,,,
6168,1076_TAI_SAD_XX,57,S,,,,,,,,,
3927,1049_IEO_ANG_HI,66,A,,,,,,,,,
5919,1073_IWW_DIS_XX,73,D,,,,,,,,,
2433,1030_TSI_ANG_XX,66,A,,,,,,,,,
1935,1024_ITS_ANG_XX,47,A,,,,,,,,,
5172,1064_IOM_SAD_XX,66,S,,,,,,,,,
3678,1046_IEO_SAD_HI,73,S,,,,,,,,,
718,1009_TSI_FEA_XX,51,F,,,,,,,,,
6666,1082_MTI_ANG_XX,76,A,,,,,,,,,
2184,1027_TSI_NEU_XX,74,N,,,,,,,,,
5670,1070_IWW_SAD_XX,43,S,,,,,,,,,
469,1006_DFA_HAP_XX,46,H,,,,,,,,,
4425,1055_IEO_DIS_HI,85,D,,,,,,,,,
4674,1058_TIE_SAD_XX,27,S,,,,,,,,,
4923,1061_TIE_DIS_XX,45,D,,,,,,,,,
7164,1088_IWL_ANG_XX,42,A,,,,,,,,,
6417,1079_MTI_NEU_XX,65,N,,,,,,,,,
1465,1019_IEO_HAP_LO,100,H,,,,,,,,,
220,1003_ITH_FEA_XX,95,F,,,,,,,,,
2931,1036_WSI_ANG_XX,83,A,,,,,,,,,
3180,1040_IEO_NEU_XX,33,N,,,,,,,,,
7441,1091_WSI_FEA_XX,46,F,,,,,,,,,
2710,1034_IOM_NEU_XX,73,N,,,,,,,,,
3457,1043_IWW_ANG_XX,33,A,,,,,,,,,
3955,1049_TAI_ANG_XX,84,A,,,,,,,,,
3706,1046_TAI_NEU_XX,70,N,,,,,,,,,
2212,1028_TIE_NEU_XX,68,N,,,,,,,,,
6694,1082_TSI_HAP_XX,74,H,,,,,,,,,
4453,1055_MTI_ANG_XX,67,A,,,,,,,,,
2461,1031_TIE_ANG_XX,25,A,,,,,,,,,
5698,1070_DFA_NEU_XX,34,N,,,,,,,,,
3208,1040_IWW_NEU_XX,51,N,,,,,,,,,
5200,1064_ITH_NEU_XX,43,N,,,,,,,,,
6196,1076_ITS_HAP_XX,80,H,,,,,,,,,
6445,1079_ITS_FEA_XX,67,F,,,,,,,,,
7192,1088_WSI_HAP_XX,80,H,,,,,,,,,
1493,1019_IWW_HAP_XX,41,H,,,,,,,,,
4951,1061_IWL_ANG_XX,50,A,,,,,,,,,
5449,1067_ITH_ANG_XX,24,A,,,,,,,,,
6943,1085_TSI_FEA_XX,34,F,,,,,,,,,
1714,1022_IEO_FEA_LO,78,F,,,,,,,,,
4702,1058_IWL_NEU_XX,61,N,,,,,,,,,
1963,1025_IEO_DIS_LO,39,D,,,,,,,,,
5947,1073_DFA_ANG_XX,28,A,,,,,,,,,
248,1004_IEO_HAP_MD,49,H,,,,,,,,,
1244,1016_IOM_FEA_XX,42,F,,,,,,,,,
746,1010_TIE_FEA_XX,51,F,,,,,,,,,
4204,1052_MTI_NEU_XX,62,N,,,,,,,,,
2959,1037_IOM_ANG_XX,90,A,,,,,,,,,
497,1007_IEO_SAD_MD,57,S,,,,,,,,,
995,1013_IOM_HAP_XX,87,H,,,,,,,,,
3983,1049_ITS_HAP_XX,63,H,,,,,,,,,
6473,1080_IEO_DIS_MD,37,D,,,,,,,,,
6224,1077_IEO_FEA_MD,82,F,,,,,,,,,
5975,1074_IEO_ANG_LO,68,A,,,,,,,,,
7220,1089_IOM_HAP_XX,75,H,,,,,,,,,
276,1004_IWW_SAD_XX,64,S,,,,,,,,,
4232,1052_ITS_FEA_XX,76,F,,,,,,,,,
2738,1034_IWL_FEA_XX,32,F,,,,,,,,,
1742,1022_TAI_FEA_XX,47,F,,,,,,,,,
2240,1028_MTI_FEA_XX,68,F,,,,,,,,,
1521,1019_DFA_DIS_XX,63,D,,,,,,,,,
4979,1061_WSI_HAP_XX,51,H,,,,,,,,,
5228,1064_WSI_FEA_XX,61,F,,,,,,,,,
3236,1040_ITH_FEA_XX,50,F,,,,,,,,,
525,1007_IWW_DIS_XX,74,D,,,,,,,,,
3485,1043_DFA_HAP_XX,41,H,,,,,,,,,
3734,1046_DFA_FEA_XX,25,F,,,,,,,,,
1023,1013_IWL_DIS_XX,45,D,,,,,,,,,
4730,1058_TSI_FEA_XX,87,F,,,,,,,,,
4481,1055_TSI_HAP_XX,51,H,,,,,,,,,
774,1010_IWL_SAD_XX,9,S,,,,,,,,,
2987,1037_ITH_HAP_XX,67,H,,,,,,,,,
27,1001_IOM_FEA_XX,79,F,,,,,,,,,
6971,1086_TIE_FEA_XX,54,F,,,,,,,,,
1272,1016_ITH_SAD_XX,75,S,,,,,,,,,
5477,1068_IEO_HAP_LO,57,H,,,,,,,,,
1991,1025_MTI_HAP_XX,52,H,,,,,,,,,
2489,1031_IWL_HAP_XX,67,H,,,,,,,,,
6722,1083_TIE_HAP_XX,73,H,,,,,,,,,
5726,1071_IEO_SAD_LO,63,S,,,,,,,,,
1929,1024_DFA_ANG_XX,27,A,,,,,,,,,
435,1006_IOM_ANG_XX,65,A,,,,,,,,,
5138,1063_TSI_SAD_XX,94,S,,,,,,,,,
3395,1042_IWL_DIS_XX,15,D,,,,,,,,,
186,1003_IOM_NEU_XX,56,N,,,,,,,,,
6881,1085_IEO_FEA_HI,61,F,,,,,,,,,
933,1012_MTI_ANG_XX,59,A,,,,,,,,,
1182,1015_IWL_NEU_XX,61,N,,,,,,,,,
4889,1060_ITS_DIS_XX,56,D,,,,,,,,,
6632,1082_IEO_ANG_HI,100,A,,,,,,,,,
7130,1088_IEO_DIS_HI,68,D,,,,,,,,,
2897,1036_MTI_DIS_XX,66,D,,,,,,,,,
3146,1039_IWL_SAD_XX,71,S,,,,,,,,,
7379,1091_TIE_SAD_XX,57,S,,,,,,,,,
2648,1033_MTI_SAD_XX,89,S,,,,,,,,,
684,1009_TAI_NEU_XX,82,N,,,,,,,,,
4640,1057_ITS_SAD_XX,46,S,,,,,,,,,
6383,1079_IEO_SAD_HI,66,S,,,,,,,,,
2178,1027_ITS_NEU_XX,54,N,,,,,,,,,
5885,1072_WSI_DIS_XX,66,D,,,,,,,,,
3644,1045_ITH_SAD_XX,75,S,,,,,,,,,
5636,1069_WSI_SAD_XX,74,S,,,,,,,,,
5387,1066_TSI_DIS_XX,72,D,,,,,,,,,
6134,1076_IEO_HAP_MD,74,H,,,,,,,,,
2399,1030_TAI_DIS_XX,100,D,,,,,,,,,
1431,1018_IWL_ANG_XX,70,A,,,,,,,,,
3893,1048_ITH_DIS_XX,78,D,,,,,,,,,
4391,1054_DFA_DIS_XX,82,D,,,,,,,,,
1680,1021_DFA_NEU_XX,84,N,,,,,,,,,
4142,1051_DFA_SAD_XX,77,S,,,,,,,,,
5166,1064_TIE_SAD_XX,79,S,,,,,,,,,
2925,1036_TSI_ANG_XX,81,A,,,,,,,,,
3174,1039_WSI_NEU_XX,48,N,,,,,,,,,
1210,1015_TSI_FEA_XX,61,F,,,,,,,,,
1957,1025_IEO_ANG_LO,69,A,,,,,,,,,
4917,1061_IEO_DIS_HI,100,D,,,,,,,,,
6660,1082_TAI_ANG_XX,71,A,,,,,,,,,
5664,1070_IOM_SAD_XX,25,S,,,,,,,,,
4668,1058_IEO_FEA_HI,74,F,,,,,,,,,
5913,1073_IOM_DIS_XX,66,D,,,,,,,,,
1708,1022_IEO_SAD_LO,63,S,,,,,,,,,
3921,1049_IEO_HAP_HI,69,H,,,,,,,,,
3423,1042_WSI_ANG_XX,62,A,,,,,,,,,
4419,1055_IEO_ANG_HI,64,A,,,,,,,,,
3672,1046_IEO_NEU_XX,79,N,,,,,,,,,
6162,1076_IWW_SAD_XX,53,S,,,,,,,,,
2427,1030_ITS_ANG_XX,57,A,,,,,,,,,
6909,1085_MTI_NEU_XX,62,N,,,,,,,,,
463,1006_ITH_HAP_XX,34,H,,,,,,,,,
6411,1079_TAI_NEU_XX,59,N,,,,,,,,,
961,1012_TSI_HAP_XX,92,H,,,,,,,,,
214,1003_IWL_FEA_XX,70,F,,,,,,,,,
2676,1033_TSI_NEU_XX,57,N,,,,,,,,,
1459,1018_WSI_HAP_XX,80,H,,,,,,,,,
5415,1067_TIE_DIS_XX,60,D,,,,,,,,,
7158,1088_MTI_ANG_XX,20,A,,,,,,,,,
2206,1028_IEO_FEA_LO,64,F,,,,,,,,,
7407,1091_IWL_NEU_XX,28,N,,,,,,,,,
712,1009_ITS_FEA_XX,60,F,,,,,,,,,
4170,1052_IEO_SAD_HI,43,S,,,,,,,,,
5941,1073_ITH_ANG_XX,37,A,,,,,,,,,
4696,1058_MTI_NEU_XX,39,N,,,,,,,,,
6688,1082_ITS_HAP_XX,55,H,,,,,,,,,
1985,1025_TAI_HAP_XX,64,H,,,,,,,,,
1487,1019_IOM_HAP_XX,52,H,,,,,,,,,
1736,1022_IWW_FEA_XX,54,F,,,,,,,,,
4198,1052_TAI_NEU_XX,61,N,,,,,,,,,
740,1010_IEO_DIS_MD,19,D,,,,,,,,,
6937,1085_ITS_FEA_XX,37,F,,,,,,,,,
5443,1067_IWL_ANG_XX,28,A,,,,,,,,,
3202,1040_IOM_NEU_XX,70,N,,,,,,,,,
4945,1061_MTI_ANG_XX,76,A,,,,,,,,,
5194,1064_IWL_NEU_XX,72,N,,,,,,,,,
989,1013_TIE_HAP_XX,64,H,,,,,,,,,
2953,1037_TIE_ANG_XX,76,A,,,,,,,,,
2455,1031_IEO_DIS_LO,52,D,,,,,,,,,
6439,1079_DFA_FEA_XX,73,F,,,,,,,,,
7186,1088_TSI_HAP_XX,62,H,,,,,,,,,
1238,1016_TIE_FEA_XX,54,F,,,,,,,,,
2704,1034_TIE_NEU_XX,69,N,,,,,,,,,
3949,1049_IWW_ANG_XX,62,A,,,,,,,,,
5692,1070_ITH_NEU_XX,55,N,,,,,,,,,
491,1006_WSI_DIS_XX,66,D,,,,,,,,,
2234,1028_TAI_FEA_XX,61,F,,,,,,,,,
7435,1091_TSI_FEA_XX,65,F,,,,,,,,,
4447,1055_TAI_ANG_XX,69,A,,,,,,,,,
242,1003_WSI_SAD_XX,61,S,,,,,,,,,
6190,1076_DFA_NEU_XX,37,N,,,,,,,,,
3700,1046_IWW_NEU_XX,59,N,,,,,,,,,
3451,1043_IOM_ANG_XX,54,A,,,,,,,,,
3758,1047_IEO_SAD_LO,57,S,,,,,,,,,
2264,1028_ITS_FEA_XX,81,F,,,,,,,,,
4505,1056_IEO_DIS_LO,100,D,,,,,,,,,
798,1010_TSI_SAD_XX,87,S,,,,,,,,,
4007,1050_IEO_ANG_LO,100,A,,,,,,,,,
4256,1053_IEO_FEA_LO,97,F,,,,,,,,,
6995,1086_MTI_FEA_XX,100,F,,,,,,,,,
4754,1059_TIE_NEU_XX,100,N,,,,,,,,,
1047,1013_TSI_DIS_XX,94,D,,,,,,,,,
2015,1025_ITS_HAP_XX,65,H,,,,,,,,,
5501,1068_IOM_ANG_XX,81,A,,,,,,,,,
5750,1071_IWW_NEU_XX,95,N,,,,,,,,,
7244,1089_IWL_HAP_XX,90,H,,,,,,,,,
549,1007_ITH_DIS_XX,61,D,,,,,,,,,
2762,1034_TSI_FEA_XX,87,F,,,,,,,,,
1766,1022_DFA_FEA_XX,94,F,,,,,,,,,
6497,1080_TAI_FEA_XX,90,F,,,,,,,,,
3509,1044_IEO_HAP_LO,38,H,,,,,,,,,
6248,1077_TAI_HAP_XX,95,H,,,,,,,,,
3011,1037_WSI_HAP_XX,91,H,,,,,,,,,
3260,1040_WSI_FEA_XX,80,F,,,,,,,,,
1545,1020_IEO_SAD_MD,23,S,,,,,,,,,
1296,1016_WSI_SAD_XX,92,S,,,,,,,,,
5252,1065_IOM_NEU_XX,95,N,,,,,,,,,
51,1001_IWL_FEA_XX,83,F,,,,,,,,,
300,1004_ITH_SAD_XX,94,S,,,,,,,,,
5999,1074_IWW_ANG_XX,95,A,,,,,,,,,
2513,1031_TSI_HAP_XX,83,H,,,,,,,,,
6746,1083_MTI_HAP_XX,82,H,,,,,,,,,
5003,1062_TIE_ANG_XX,85,A,,,,,,,,,
6027,1074_DFA_HAP_XX,68,H,,,,,,,,,
6276,1077_DFA_DIS_XX,83,D,,,,,,,,,
2790,1035_TIE_FEA_XX,73,F,,,,,,,,,
2043,1026_IEO_FEA_MD,83,F,,,,,,,,,
5529,1068_ITH_HAP_XX,87,H,,,,,,,,,
3537,1044_IWW_HAP_XX,80,H,,,,,,,,,
79,1001_WSI_SAD_XX,73,S,,,,,,,,,
3039,1038_IOM_HAP_XX,80,H,,,,,,,,,
826,1011_TIE_SAD_XX,81,S,,,,,,,,,
3786,1047_IWW_FEA_XX,61,F,,,,,,,,,
1573,1020_IWW_DIS_XX,85,D,,,,,,,,,
2292,1029_IEO_DIS_MD,75,D,,,,,,,,,
5280,1065_IWL_FEA_XX,69,F,,,,,,,,,
328,1005_IEO_NEU_XX,69,N,,,,,,,,,
1794,1023_IEO_ANG_MD,72,A,,,,,,,,,
6525,1080_ITS_SAD_XX,75,S,,,,,,,,,
7023,1086_TSI_SAD_XX,73,S,,,,,,,,,
2541,1032_TIE_HAP_XX,81,H,,,,,,,,,
577,1008_IEO_HAP_HI,87,H,,,,,,,,,
3288,1041_IOM_FEA_XX,87,F,,,,,,,,,
4782,1059_MTI_FEA_XX,98,F,,,,,,,,,
6774,1083_ITS_DIS_XX,94,D,,,,,,,,,
5031,1062_IWL_HAP_XX,100,H,,,,,,,,,
1075,1014_TIE_DIS_XX,96,D,,,,,,,,,
7272,1089_TSI_DIS_XX,98,D,,,,,,,,,
4035,1050_TAI_HAP_XX,88,H,,,,,,,,,
5778,1071_ITH_FEA_XX,95,F,,,,,,,,,
1324,1017_IOM_SAD_XX,90,S,,,,,,,,,
4533,1056_MTI_HAP_XX,86,H,,,,,,,,,
4284,1053_TAI_FEA_XX,96,F,,,,,,,,,
4063,1050_DFA_DIS_XX,96,D,,,,,,,,,
6802,1084_IEO_DIS_HI,91,D,,,,,,,,,
3316,1041_ITH_SAD_XX,91,S,,,,,,,,,
3814,1047_DFA_SAD_XX,93,S,,,,,,,,,
5557,1068_WSI_DIS_XX,92,D,,,,,,,,,
356,1005_IWW_NEU_XX,92,N,,,,,,,,,
4810,1059_TSI_SAD_XX,98,S,,,,,,,,,
2569,1032_MTI_DIS_XX,88,D,,,,,,,,,
3565,1044_ITH_DIS_XX,94,D,,,,,,,,,
2071,1026_TAI_DIS_XX,83,D,,,,,,,,,
4312,1053_ITS_SAD_XX,94,S,,,,,,,,,
1601,1020_DFA_ANG_XX,93,A,,,,,,,,,
5059,1062_TSI_DIS_XX,98,D,,,,,,,,,
5308,1065_WSI_SAD_XX,81,S,,,,,,,,,
2818,1035_IWL_SAD_XX,100,S,,,,,,,,,
5806,1072_IEO_HAP_MD,97,H,,,,,,,,,
1103,1014_IWL_ANG_XX,100,A,,,,,,,,,
6553,1081_IEO_FEA_HI,90,F,,,,,,,,,
605,1008_IWW_ANG_XX,96,A,,,,,,,,,
6055,1075_IEO_SAD_MD,98,S,,,,,,,,,
107,1002_IOM_ANG_XX,81,A,,,,,,,,,
7051,1087_TIE_SAD_XX,100,S,,,,,,,,,
3067,1038_IWL_DIS_XX,93,D,,,,,,,,,
1822,1023_TAI_SAD_XX,89,S,,,,,,,,,
854,1011_IWL_NEU_XX,90,N,,,,,,,,,
2320,1029_MTI_SAD_XX,91,S,,,,,,,,,
7300,1090_TIE_DIS_XX,100,D,,,,,,,,,
1352,1017_ITH_NEU_XX,90,N,,,,,,,,,
6304,1078_IEO_ANG_HI,98,A,,,,,,,,,
4561,1056_ITS_DIS_XX,86,D,,,,,,,,,
5246,1065_TIE_NEU_XX,51,N,,,,,,,,,
2009,1025_DFA_HAP_XX,29,H,,,,,,,,,
4748,1059_IEO_FEA_LO,41,F,,,,,,,,,
4499,1056_IEO_ANG_LO,95,A,,,,,,,,,
543,1007_IWL_DIS_XX,36,D,,,,,,,,,
45,1001_MTI_FEA_XX,51,F,,,,,,,,,
3254,1040_TSI_FEA_XX,37,F,,,,,,,,,
5495,1068_TIE_ANG_XX,43,A,,,,,,,,,
4250,1053_IEO_SAD_LO,29,S,,,,,,,,,
3503,1043_WSI_HAP_XX,46,H,,,,,,,,,
1290,1016_TSI_SAD_XX,37,S,,,,,,,,,
4997,1062_IEO_DIS_LO,40,D,,,,,,,,,
5993,1074_IOM_ANG_XX,68,A,,,,,,,,,
6740,1083_TAI_HAP_XX,2,H,,,,,,,,,
2756,1034_ITS_FEA_XX,43,F,,,,,,,,,
1539,1019_WSI_DIS_XX,47,D,,,,,,,,,
3005,1037_TSI_HAP_XX,66,H,,,,,,,,,
1760,1022_ITH_FEA_XX,60,F,,,,,,,,,
6491,1080_IWW_FEA_XX,77,F,,,,,,,,,
7238,1089_MTI_HAP_XX,81,H,,,,,,,,,
3752,1046_WSI_FEA_XX,54,F,,,,,,,,,
4001,1050_IEO_HAP_LO,56,H,,,,,,,,,
294,1004_IWL_SAD_XX,56,S,,,,,,,,,
6242,1077_IWW_HAP_XX,63,H,,,,,,,,,
5744,1071_IOM_NEU_XX,69,N,,,,,,,,,
2258,1028_DFA_FEA_XX,67,F,,,,,,,,,
6989,1086_TAI_FEA_XX,61,F,,,,,,,,,
792,1010_ITS_SAD_XX,61,S,,,,,,,,,
2507,1031_ITS_HAP_XX,61,H,,,,,,,,,
1041,1013_ITS_DIS_XX,55,D,,,,,,,,,
3531,1044_IOM_HAP_XX,68,H,,,,,,,,,
6768,1083_DFA_DIS_XX,74,D,,,,,,,,,
2784,1035_IEO_DIS_MD,75,D,,,,,,,,,
4776,1059_TAI_FEA_XX,70,F,,,,,,,,,
2286,1029_IEO_ANG_MD,66,A,,,,,,,,,
3033,1038_TIE_HAP_XX,77,H,,,,,,,,,
4029,1050_IWW_HAP_XX,76,H,,,,,,,,,
5523,1068_IWL_HAP_XX,70,H,,,,,,,,,
1567,1020_IOM_DIS_XX,73,D,,,,,,,,,
1788,1023_IEO_HAP_MD,74,H,,,,,,,,,
7266,1089_ITS_DIS_XX,70,D,,,,,,,,,
5025,1062_MTI_HAP_XX,74,H,,,,,,,,,
4278,1053_IWW_FEA_XX,71,F,,,,,,,,,
3282,1041_TIE_FEA_XX,53,F,,,,,,,,,
6519,1080_DFA_SAD_XX,54,S,,,,,,,,,
6021,1074_ITH_HAP_XX,73,H,,,,,,,,,
1318,1017_TIE_SAD_XX,72,S,,,,,,,,,
4527,1056_TAI_HAP_XX,76,H,,,,,,,,,
7017,1086_ITS_SAD_XX,59,S,,,,,,,,,
322,1004_WSI_NEU_XX,58,N,,,,,,,,,
1069,1014_IEO_DIS_HI,77,D,,,,,,,,,
3780,1047_IOM_FEA_XX,72,F,,,,,,,,,
2037,1026_IEO_SAD_MD,73,S,,,,,,,,,
571,1007_WSI_ANG_XX,68,A,,,,,,,,,
5772,1071_IWL_FEA_XX,68,F,,,,,,,,,
5274,1065_MTI_FEA_XX,65,F,,,,,,,,,
2535,1032_IEO_FEA_MD,60,F,,,,,,,,,
820,1011_IEO_FEA_HI,70,F,,,,,,,,,
73,1001_TSI_SAD_XX,66,S,,,,,,,,,
6270,1077_ITH_DIS_XX,76,D,,,,,,,,,
6298,1078_IEO_HAP_HI,79,H,,,,,,,,,
6547,1081_IEO_SAD_HI,54,S,,,,,,,,,
4804,1059_ITS_SAD_XX,65,S,,,,,,,,,
3559,1044_IWL_DIS_XX,80,D,,,,,,,,,
101,1002_TIE_ANG_XX,64,A,,,,,,,,,
4057,1050_ITH_DIS_XX,58,D,,,,,,,,,
5551,1068_TSI_DIS_XX,69,D,,,,,,,,,
3061,1038_MTI_DIS_XX,71,D,,,,,,,,,
2065,1026_IWW_DIS_XX,77,D,,,,,,,,,
4555,1056_DFA_DIS_XX,70,D,,,,,,,,,
5302,1065_TSI_SAD_XX,55,S,,,,,,,,,
6049,1074_WSI_DIS_XX,64,D,,,,,,,,,
1816,1023_IWW_SAD_XX,67,S,,,,,,,,,
350,1005_IOM_NEU_XX,61,N,,,,,,,,,
1346,1017_IWL_NEU_XX,56,N,,,,,,,,,
2314,1029_TAI_SAD_XX,66,S,,,,,,,,,
599,1008_IOM_ANG_XX,72,A,,,,,,,,,
4306,1053_DFA_SAD_XX,60,S,,,,,,,,,
1595,1020_ITH_ANG_XX,64,A,,,,,,,,,
2812,1035_MTI_SAD_XX,65,S,,,,,,,,,
2563,1032_TAI_DIS_XX,43,D,,,,,,,,,
5800,1071_WSI_SAD_XX,43,S,,,,,,,,,
3808,1047_ITH_SAD_XX,49,S,,,,,,,,,
6796,1084_IEO_ANG_HI,85,A,,,,,,,,,
5053,1062_ITS_DIS_XX,63,D,,,,,,,,,
1097,1014_MTI_ANG_XX,31,A,,,,,,,,,
848,1011_MTI_NEU_XX,51,N,,,,,,,,,
7294,1090_IEO_DIS_HI,53,D,,,,,,,,,
7045,1087_IEO_FEA_HI,67,F,,,,,,,,,
3310,1041_IWL_SAD_XX,56,S,,,,,,,,,
551,1007_DFA_HAP_XX,48,H,,,,,,,,,
5752,1071_IWW_SAD_XX,42,S,,,,,,,,,
1768,1022_ITS_NEU_XX,52,N,,,,,,,,,
2017,1025_ITS_ANG_XX,47,A,,,,,,,,,
6250,1077_TAI_ANG_XX,52,A,,,,,,,,,
5005,1062_TIE_DIS_XX,52,D,,,,,,,,,
302,1004_ITH_FEA_XX,48,F,,,,,,,,,
7246,1089_IWL_ANG_XX,72,A,,,,,,,,,
1049,1013_WSI_HAP_XX,58,H,,,,,,,,,
4756,1059_TIE_SAD_XX,63,S,,,,,,,,,
5254,1065_IOM_SAD_XX,58,S,,,,,,,,,
6748,1083_MTI_ANG_XX,47,A,,,,,,,,,
3013,1037_WSI_ANG_XX,67,A,,,,,,,,,
6997,1086_IWL_NEU_XX,9,N,,,,,,,,,
2266,1028_TSI_NEU_XX,46,N,,,,,,,,,
53,1001_ITH_NEU_XX,45,N,,,,,,,,,
2515,1031_TSI_ANG_XX,29,A,,,,,,,,,
3760,1047_IEO_SAD_HI,13,S,,,,,,,,,
800,1010_TSI_FEA_XX,57,F,,,,,,,,,
5503,1068_IOM_DIS_XX,48,D,,,,,,,,,
4507,1056_IEO_DIS_HI,51,D,,,,,,,,,
1547,1020_IEO_ANG_LO,8,A,,,,,,,,,
1298,1016_WSI_FEA_XX,45,F,,,,,,,,,
4009,1050_IEO_ANG_HI,100,A,,,,,,,,,
3511,1044_IEO_HAP_HI,53,H,,,,,,,,,
6001,1074_IWW_DIS_XX,40,D,,,,,,,,,
2764,1034_WSI_NEU_XX,50,N,,,,,,,,,
3262,1041_IEO_NEU_XX,31,N,,,,,,,,,
6499,1080_MTI_NEU_XX,54,N,,,,,,,,,
4258,1053_IEO_FEA_HI,43,F,,,,,,,,,
4784,1059_IWL_NEU_XX,52,N,,,,,,,,,
2294,1029_TIE_NEU_XX,16,N,,,,,,,,,
5531,1068_ITH_ANG_XX,67,A,,,,,,,,,
579,1008_IEO_SAD_MD,74,S,,,,,,,,,
3788,1047_TAI_NEU_XX,50,N,,,,,,,,,
6029,1074_DFA_ANG_XX,89,A,,,,,,,,,
7274,1089_WSI_HAP_XX,87,H,,,,,,,,,
6527,1080_ITS_FEA_XX,32,F,,,,,,,,,
4037,1050_TAI_ANG_XX,99,A,,,,,,,,,
2792,1035_IOM_NEU_XX,61,N,,,,,,,,,
1796,1023_IEO_FEA_LO,59,F,,,,,,,,,
5282,1065_ITH_NEU_XX,10,N,,,,,,,,,
4286,1053_MTI_NEU_XX,11,N,,,,,,,,,
330,1005_IEO_HAP_MD,66,H,,,,,,,,,
3290,1041_IWW_NEU_XX,52,N,,,,,,,,,
2543,1032_TIE_ANG_XX,40,A,,,,,,,,,
3041,1038_IOM_ANG_XX,68,A,,,,,,,,,
828,1011_TIE_FEA_XX,33,F,,,,,,,,,
1077,1014_IOM_HAP_XX,57,H,,,,,,,,,
4535,1056_MTI_ANG_XX,32,A,,,,,,,,,
6278,1077_ITS_HAP_XX,78,H,,,,,,,,,
2045,1026_IEO_DIS_LO,36,D,,,,,,,,,
5780,1071_DFA_NEU_XX,57,N,,,,,,,,,
1575,1020_TAI_HAP_XX,95,H,,,,,,,,,
5033,1062_IWL_ANG_XX,73,A,,,,,,,,,
1326,1017_IOM_FEA_XX,55,F,,,,,,,,,
81,1001_WSI_FEA_XX,76,F,,,,,,,,,
7025,1086_TSI_FEA_XX,56,F,,,,,,,,,
6776,1083_TSI_HAP_XX,71,H,,,,,,,,,
3539,1044_IWW_ANG_XX,74,A,,,,,,,,,
1105,1014_IWL_DIS_XX,79,D,,,,,,,,,
1354,1017_ITH_SAD_XX,67,S,,,,,,,,,
109,1002_IOM_DIS_XX,50,D,,,,,,,,,
3318,1041_ITH_FEA_XX,73,F,,,,,,,,,
5310,1065_WSI_FEA_XX,49,F,,,,,,,,,
5808,1072_IEO_SAD_LO,38,S,,,,,,,,,
5061,1062_WSI_HAP_XX,47,H,,,,,,,,,
6555,1081_IEO_DIS_MD,46,D,,,,,,,,,
1603,1020_DFA_DIS_XX,57,D,,,,,,,,,
7053,1087_TIE_FEA_XX,63,F,,,,,,,,,
4812,1059_TSI_FEA_XX,83,F,,,,,,,,,
6306,1078_IEO_FEA_MD,66,F,,,,,,,,,
4314,1053_ITS_FEA_XX,72,F,,,,,,,,,
3816,1047_DFA_FEA_XX,74,F,,,,,,,,,
1824,1023_TAI_FEA_XX,57,F,,,,,,,,,
2322,1029_MTI_FEA_XX,79,F,,,,,,,,,
358,1005_IWW_SAD_XX,58,S,,,,,,,,,
5559,1069_IEO_HAP_LO,70,H,,,,,,,,,
3567,1044_DFA_HAP_XX,81,H,,,,,,,,,
7302,1090_IOM_HAP_XX,77,H,,,,,,,,,
2073,1026_MTI_HAP_XX,97,H,,,,,,,,,
2571,1032_IWL_HAP_XX,92,H,,,,,,,,,
856,1011_IWL_SAD_XX,45,S,,,,,,,,,
2820,1035_IWL_FEA_XX,46,F,,,,,,,,,
6804,1084_TIE_HAP_XX,100,H,,,,,,,,,
6057,1075_IEO_ANG_LO,58,A,,,,,,,,,
3069,1038_ITH_HAP_XX,89,H,,,,,,,,,
4065,1050_ITS_HAP_XX,97,H,,,,,,,,,
607,1008_IWW_DIS_XX,99,D,,,,,,,,,
4563,1056_TSI_HAP_XX,90,H,,,,,,,,,
3772,1047_TIE_SAD_XX,100,S,,,,,,,,,
5515,1068_TAI_DIS_XX,32,D,,,,,,,,,
563,1007_TSI_HAP_XX,78,H,,,,,,,,,
6013,1074_MTI_DIS_XX,30,D,,,,,,,,,
1780,1022_WSI_NEU_XX,100,N,,,,,,,,,
4021,1050_TIE_DIS_XX,18,D,,,,,,,,,
4270,1053_IOM_SAD_XX,89,S,,,,,,,,,
2527,1032_IEO_HAP_HI,100,H,,,,,,,,,
4768,1059_IWW_SAD_XX,58,S,,,,,,,,,
314,1004_ITS_FEA_XX,42,F,,,,,,,,,
6760,1083_ITH_ANG_XX,31,A,,,,,,,,,
7258,1089_DFA_ANG_XX,94,A,,,,,,,,,
5266,1065_TAI_SAD_XX,100,S,,,,,,,,,
5764,1071_MTI_SAD_XX,100,S,,,,,,,,,
5017,1062_IWW_DIS_XX,43,D,,,,,,,,,
2776,1035_IEO_SAD_HI,99,S,,,,,,,,,
812,1011_IEO_SAD_LO,62,S,,,,,,,,,
7009,1086_DFA_NEU_XX,27,N,,,,,,,,,
1559,1020_TIE_ANG_XX,44,A,,,,,,,,,
3274,1041_IEO_FEA_HI,47,F,,,,,,,,,
